,image_id,path,height,width,viewpoint,date,timestamp,whale_id,encounter_id,count,fold,image,individual_id
1746,train1746,images/train1746.jpg,546,200,top,2017-08-04,2017-08-04 20:58:09,whale540,whale540-000,3,0,train1746.jpg,whale540
1747,train1747,images/train1747.jpg,276,103,top,2019-08-28,2019-08-28 11:40:26,whale102,whale102-001,4,3,train1747.jpg,whale102
1748,train1748,images/train1748.jpg,556,207,top,2018-08-25,2018-08-25 22:23:31,whale028,whale028-000,59,1,train1748.jpg,whale028
1749,train1749,images/train1749.jpg,657,219,top,2018-08-25,2018-08-25 22:17:36,whale028,whale028-000,59,1,train1749.jpg,whale028
1750,train1750,images/train1750.jpg,445,175,top,2019-08-05,2019-08-05 18:19:03,whale112,whale112-000,37,1,train1750.jpg,whale112
1751,train1751,images/train1751.jpg,442,121,top,2019-08-29,2019-08-29 12:57:29,whale189,whale189-000,61,1,train1751.jpg,whale189
1752,train1752,images/train1752.jpg,558,190,top,2017-08-07,2017-08-07 20:41:54,whale127,whale127-002,6,2,train1752.jpg,whale127
1753,train1753,images/train1753.jpg,546,160,top,2017-08-04,2017-08-04 00:00:00,whale072,whale072-004,21,1,train1753.jpg,whale072
1754,train1754,images/train1754.jpg,393,135,top,2019-08-28,2019-08-28 11:49:23,whale162,whale162-001,20,1,train1754.jpg,whale162
1755,train1755,images/train1755.jpg,657,208,top,2019-08-29,2019-08-29 14:04:07,whale015,whale015-000,100,1,train1755.jpg,whale015
1756,train1756,images/train1756.jpg,352,2046,right,2017-08-07,2017-08-07 20:34:43,whale062,whale062-001,76,1,train1756.jpg,whale062
1757,train1757,images/train1757.jpg,329,89,top,2019-08-26,2019-08-26 10:34:55,whale056,whale056-000,16,1,train1757.jpg,whale056
1758,train1758,images/train1758.jpg,549,160,top,2017-08-19,2017-08-19 20:28:28,whale395,whale395-002,12,1,train1758.jpg,whale395
1759,train1759,images/train1759.jpg,640,199,top,2017-08-19,2017-08-19 20:28:21,whale264,whale264-000,4,3,train1759.jpg,whale264
1760,train1760,images/train1760.jpg,464,168,top,2017-08-05,2017-08-05 22:13:42,whale541,whale541-000,1,3,train1760.jpg,whale541
1761,train1761,images/train1761.jpg,678,232,top,2019-08-29,2019-08-29 14:57:14,whale015,whale015-000,100,1,train1761.jpg,whale015
1762,train1762,images/train1762.jpg,632,188,top,2018-08-25,2018-08-25 22:23:00,whale028,whale028-000,59,1,train1762.jpg,whale028
1763,train1763,images/train1763.jpg,689,212,top,2019-08-29,2019-08-29 14:03:12,whale015,whale015-000,100,1,train1763.jpg,whale015
1764,train1764,images/train1764.jpg,536,142,top,2017-08-05,2017-08-05 21:07:39,whale542,whale542-000,3,0,train1764.jpg,whale542
1765,train1765,images/train1765.jpg,389,106,top,2019-08-30,2019-08-30 15:10:08,whale049,whale049-000,28,1,train1765.jpg,whale049
1766,train1766,images/train1766.jpg,697,3122,right,2017-08-07,2017-08-07 20:55:56,whale248,whale248-001,22,1,train1766.jpg,whale248
1767,train1767,images/train1767.jpg,166,96,top,2018-08-30,2018-08-30 00:42:01,whale493,whale493-000,8,1,train1767.jpg,whale493
1768,train1768,images/train1768.jpg,421,129,top,2017-08-07,2017-08-07 19:44:29,whale459,whale459-000,8,1,train1768.jpg,whale459
1769,train1769,images/train1769.jpg,488,171,top,2017-08-07,2017-08-07 22:43:55,whale289,whale289-000,5,2,train1769.jpg,whale289
1770,train1770,images/train1770.jpg,521,221,top,2019-08-05,2019-08-05 18:19:02,whale112,whale112-000,37,1,train1770.jpg,whale112
1771,train1771,images/train1771.jpg,617,205,top,2018-08-10,2018-08-10 23:25:47,whale097,whale097-000,17,1,train1771.jpg,whale097
1772,train1772,images/train1772.jpg,467,153,top,2019-08-05,2019-08-05 18:05:50,whale174,whale174-000,22,1,train1772.jpg,whale174
1773,train1773,images/train1773.jpg,461,148,top,2017-08-07,2017-08-07 20:36:58,whale238,whale238-000,17,2,train1773.jpg,whale238
1774,train1774,images/train1774.jpg,401,136,top,2017-08-05,2017-08-05 22:58:46,whale224,whale224-000,3,3,train1774.jpg,whale224
1775,train1775,images/train1775.jpg,553,193,top,2018-08-30,2018-08-30 00:24:25,whale053,whale053-001,42,1,train1775.jpg,whale053
1776,train1776,images/train1776.jpg,421,145,top,2019-08-31,2019-08-31 20:55:28,whale014,whale014-000,4,3,train1776.jpg,whale014
1777,train1777,images/train1777.jpg,487,195,top,2019-07-30,2019-07-30 12:05:14,whale403,whale403-002,9,2,train1777.jpg,whale403
1778,train1778,images/train1778.jpg,461,134,top,2019-08-31,2019-08-31 20:52:58,whale013,whale013-000,51,1,train1778.jpg,whale013
1779,train1779,images/train1779.jpg,495,201,top,2019-08-26,2019-08-26 10:32:11,whale067,whale067-000,49,1,train1779.jpg,whale067
1780,train1780,images/train1780.jpg,643,2677,right,2017-08-19,2017-08-19 20:51:19,whale543,whale543-000,4,0,train1780.jpg,whale543
1781,train1781,images/train1781.jpg,345,76,top,2019-08-31,2019-08-31 20:44:01,whale126,whale126-000,31,2,train1781.jpg,whale126
1782,train1782,images/train1782.jpg,241,106,top,2017-08-22,2017-08-22 22:21:55,whale212,whale212-000,7,2,train1782.jpg,whale212
1783,train1783,images/train1783.jpg,290,92,top,2019-08-29,2019-08-29 14:50:54,whale373,whale373-000,6,0,train1783.jpg,whale373
1784,train1784,images/train1784.jpg,447,131,top,2018-08-10,2018-08-10 22:16:04,whale070,whale070-000,15,1,train1784.jpg,whale070
1785,train1785,images/train1785.jpg,258,83,top,2019-08-30,2019-08-30 15:29:46,whale514,whale514-000,7,2,train1785.jpg,whale514
1786,train1786,images/train1786.jpg,619,241,top,2017-08-23,2017-08-23 00:42:55,whale501,whale501-000,7,0,train1786.jpg,whale501
1787,train1787,images/train1787.jpg,266,94,top,2019-08-30,2019-08-30 14:42:10,whale125,whale125-000,20,2,train1787.jpg,whale125
1788,train1788,images/train1788.jpg,455,80,top,2019-08-29,2019-08-29 12:56:42,whale321,whale321-003,16,2,train1788.jpg,whale321
1789,train1789,images/train1789.jpg,428,175,top,2019-08-05,2019-08-05 18:05:44,whale112,whale112-000,37,1,train1789.jpg,whale112
1790,train1790,images/train1790.jpg,442,136,top,2017-08-07,2017-08-07 19:44:15,whale152,whale152-002,32,1,train1790.jpg,whale152
1791,train1791,images/train1791.jpg,365,133,top,2018-08-29,2018-08-29 23:45:32,whale453,whale453-000,8,2,train1791.jpg,whale453
1792,train1792,images/train1792.jpg,379,118,top,2017-08-07,2017-08-07 19:44:55,whale544,whale544-000,2,1,train1792.jpg,whale544
1793,train1793,images/train1793.jpg,350,101,top,2019-08-26,2019-08-26 11:04:15,whale194,whale194-000,20,1,train1793.jpg,whale194
1794,train1794,images/train1794.jpg,562,192,top,2018-08-25,2018-08-25 22:18:33,whale259,whale259-000,22,2,train1794.jpg,whale259
1795,train1795,images/train1795.jpg,393,136,top,2017-08-05,2017-08-05 23:03:22,whale035,whale035-005,40,1,train1795.jpg,whale035
1796,train1796,images/train1796.jpg,514,189,top,2017-08-24,2017-08-24 21:07:45,whale091,whale091-004,22,2,train1796.jpg,whale091
1797,train1797,images/train1797.jpg,461,157,top,2019-08-31,2019-08-31 20:51:57,whale261,whale261-001,19,1,train1797.jpg,whale261
1798,train1798,images/train1798.jpg,645,234,top,2018-08-29,2018-08-29 23:58:55,whale136,whale136-001,33,1,train1798.jpg,whale136
1799,train1799,images/train1799.jpg,365,110,top,2019-08-29,2019-08-29 12:55:28,whale050,whale050-000,37,1,train1799.jpg,whale050
1800,train1800,images/train1800.jpg,495,130,top,2019-08-29,2019-08-29 13:16:22,whale093,whale093-000,106,1,train1800.jpg,whale093
1801,train1801,images/train1801.jpg,441,180,top,2019-08-28,2019-08-28 12:44:46,whale162,whale162-001,20,2,train1801.jpg,whale162
1802,train1802,images/train1802.jpg,447,150,top,2019-07-30,2019-07-30 19:40:11,whale545,whale545-000,1,3,train1802.jpg,whale545
1803,train1803,images/train1803.jpg,514,197,top,2018-08-28,2018-08-28 02:16:42,whale050,whale050-001,37,1,train1803.jpg,whale050
1804,train1804,images/train1804.jpg,170,75,top,2019-08-26,2019-08-26 11:39:22,whale335,whale335-000,7,2,train1804.jpg,whale335
1805,train1805,images/train1805.jpg,533,118,top,2018-08-10,2018-08-10 21:47:48,whale110,whale110-000,38,1,train1805.jpg,whale110
1806,train1806,images/train1806.jpg,519,191,top,2018-08-10,2018-08-10 23:40:27,whale328,whale328-001,11,1,train1806.jpg,whale328
1807,train1807,images/train1807.jpg,565,204,top,2017-08-19,2017-08-19 19:23:45,whale229,whale229-003,19,1,train1807.jpg,whale229
1808,train1808,images/train1808.jpg,466,168,top,2017-08-05,2017-08-05 22:50:10,whale546,whale546-000,5,0,train1808.jpg,whale546
1809,train1809,images/train1809.jpg,439,127,top,2019-08-30,2019-08-30 15:20:55,whale131,whale131-000,15,0,train1809.jpg,whale131
1810,train1810,images/train1810.jpg,342,2176,left,2017-08-07,2017-08-07 21:54:26,whale308,whale308-001,8,2,train1810.jpg,whale308
1811,train1811,images/train1811.jpg,161,52,top,2019-08-26,2019-08-26 11:46:31,whale170,whale170-001,11,1,train1811.jpg,whale170
1812,train1812,images/train1812.jpg,393,154,top,2017-08-19,2017-08-19 20:28:23,whale547,whale547-000,1,4,train1812.jpg,whale547
1813,train1813,images/train1813.jpg,474,181,top,2018-08-30,2018-08-30 00:00:17,whale093,whale093-002,106,1,train1813.jpg,whale093
1814,train1814,images/train1814.jpg,349,160,top,2018-08-10,2018-08-10 22:17:20,whale519,whale519-000,5,1,train1814.jpg,whale519
1815,train1815,images/train1815.jpg,136,816,right,2017-08-05,2017-08-05 20:42:57,whale548,whale548-000,2,0,train1815.jpg,whale548
1816,train1816,images/train1816.jpg,403,158,top,2019-08-28,2019-08-28 12:42:43,whale032,whale032-000,10,1,train1816.jpg,whale032
1817,train1817,images/train1817.jpg,516,179,top,2019-08-29,2019-08-29 13:23:11,whale093,whale093-000,106,1,train1817.jpg,whale093
1818,train1818,images/train1818.jpg,542,178,top,2018-08-08,2018-08-08 23:38:36,whale259,whale259-001,22,2,train1818.jpg,whale259
1819,train1819,images/train1819.jpg,611,230,top,2018-08-30,2018-08-30 01:55:11,whale549,whale549-000,1,2,train1819.jpg,whale549
1820,train1820,images/train1820.jpg,220,75,top,2019-08-29,2019-08-29 14:51:22,whale096,whale096-000,15,1,train1820.jpg,whale096
1821,train1821,images/train1821.jpg,202,77,top,2019-08-28,2019-08-28 12:26:27,whale074,whale074-000,13,1,train1821.jpg,whale074
1822,train1822,images/train1822.jpg,384,144,top,2017-08-04,2017-08-04 19:47:24,whale550,whale550-000,2,3,train1822.jpg,whale550
1823,train1823,images/train1823.jpg,386,159,top,2019-08-26,2019-08-26 11:06:25,whale069,whale069-003,24,2,train1823.jpg,whale069
1824,train1824,images/train1824.jpg,503,113,top,2019-08-26,2019-08-26 10:31:47,whale189,whale189-004,61,1,train1824.jpg,whale189
1825,train1825,images/train1825.jpg,699,243,top,2018-08-12,2018-08-12 00:25:15,whale120,whale120-000,8,2,train1825.jpg,whale120
1826,train1826,images/train1826.jpg,672,182,top,2018-08-10,2018-08-10 22:44:55,whale093,whale093-004,106,1,train1826.jpg,whale093
1827,train1827,images/train1827.jpg,564,180,top,2017-08-07,2017-08-07 21:08:25,whale248,whale248-002,22,1,train1827.jpg,whale248
1828,train1828,images/train1828.jpg,395,134,top,2018-08-30,2018-08-30 00:22:43,whale453,whale453-000,8,3,train1828.jpg,whale453
1829,train1829,images/train1829.jpg,467,161,top,2019-08-26,2019-08-26 10:44:19,whale087,whale087-001,25,2,train1829.jpg,whale087
1830,train1830,images/train1830.jpg,412,130,top,2017-08-07,2017-08-07 19:59:38,whale450,whale450-000,6,1,train1830.jpg,whale450
1831,train1831,images/train1831.jpg,479,196,top,2018-08-29,2018-08-29 02:55:01,whale111,whale111-000,14,1,train1831.jpg,whale111
1832,train1832,images/train1832.jpg,518,164,top,2018-08-29,2018-08-29 22:32:36,whale021,whale021-000,7,1,train1832.jpg,whale021
1833,train1833,images/train1833.jpg,604,201,top,2018-08-10,2018-08-10 23:28:32,whale056,whale056-001,16,1,train1833.jpg,whale056
1834,train1834,images/train1834.jpg,339,122,top,2018-08-30,2018-08-30 00:52:33,whale152,whale152-000,32,1,train1834.jpg,whale152
1835,train1835,images/train1835.jpg,276,85,top,2019-08-29,2019-08-29 12:55:29,whale050,whale050-000,37,1,train1835.jpg,whale050
1836,train1836,images/train1836.jpg,184,72,top,2017-08-04,2017-08-04 19:46:22,whale239,whale239-000,4,1,train1836.jpg,whale239
1837,train1837,images/train1837.jpg,644,229,top,2018-08-09,2018-08-09 18:54:44,whale347,whale347-000,7,1,train1837.jpg,whale347
1838,train1838,images/train1838.jpg,699,199,top,2018-08-30,2018-08-30 00:15:02,whale075,whale075-000,43,1,train1838.jpg,whale075
1839,train1839,images/train1839.jpg,251,114,top,2019-08-29,2019-08-29 14:55:46,whale166,whale166-000,6,3,train1839.jpg,whale166
1840,train1840,images/train1840.jpg,340,128,top,2017-08-04,2017-08-04 20:58:06,whale176,whale176-000,7,1,train1840.jpg,whale176
1841,train1841,images/train1841.jpg,322,126,top,2018-08-30,2018-08-30 02:25:59,whale551,whale551-000,2,0,train1841.jpg,whale551
1842,train1842,images/train1842.jpg,264,1430,right,2017-08-07,2017-08-07 20:36:37,whale206,whale206-001,13,1,train1842.jpg,whale206
1843,train1843,images/train1843.jpg,638,246,top,2018-08-09,2018-08-09 00:24:42,whale071,whale071-000,15,1,train1843.jpg,whale071
1844,train1844,images/train1844.jpg,388,133,top,2019-08-29,2019-08-29 13:08:01,whale093,whale093-000,106,1,train1844.jpg,whale093
1845,train1845,images/train1845.jpg,288,77,top,2019-07-30,2019-07-30 11:49:00,whale120,whale120-001,8,3,train1845.jpg,whale120
1846,train1846,images/train1846.jpg,154,909,left,2017-08-24,2017-08-24 21:06:03,whale091,whale091-005,22,2,train1846.jpg,whale091
1847,train1847,images/train1847.jpg,545,183,top,2018-08-10,2018-08-10 22:17:06,whale217,whale217-000,10,1,train1847.jpg,whale217
1848,train1848,images/train1848.jpg,267,83,top,2019-08-26,2019-08-26 09:46:12,whale464,whale464-000,6,1,train1848.jpg,whale464
1849,train1849,images/train1849.jpg,328,86,top,2019-08-29,2019-08-29 13:22:09,whale552,whale552-000,2,2,train1849.jpg,whale552
1850,train1850,images/train1850.jpg,513,178,top,2017-08-07,2017-08-07 21:11:25,whale248,whale248-002,22,2,train1850.jpg,whale248
1851,train1851,images/train1851.jpg,514,148,top,2019-08-29,2019-08-29 12:57:39,whale189,whale189-000,61,1,train1851.jpg,whale189
1852,train1852,images/train1852.jpg,372,150,top,2018-08-12,2018-08-12 01:37:11,whale553,whale553-000,3,0,train1852.jpg,whale553
1853,train1853,images/train1853.jpg,401,178,top,2018-08-10,2018-08-10 22:32:05,whale195,whale195-000,24,1,train1853.jpg,whale195
1854,train1854,images/train1854.jpg,379,136,top,2017-08-05,2017-08-05 20:42:48,whale132,whale132-002,12,0,train1854.jpg,whale132
1855,train1855,images/train1855.jpg,428,144,top,2017-08-05,2017-08-05 20:41:13,whale433,whale433-000,4,2,train1855.jpg,whale433
1856,train1856,images/train1856.jpg,428,148,top,2018-08-12,2018-08-12 01:35:56,whale312,whale312-002,23,1,train1856.jpg,whale312
1857,train1857,images/train1857.jpg,389,144,top,2017-08-07,2017-08-07 19:46:49,whale554,whale554-000,6,0,train1857.jpg,whale554
1858,train1858,images/train1858.jpg,363,135,top,2019-08-30,2019-08-30 14:57:09,whale049,whale049-000,28,1,train1858.jpg,whale049
1859,train1859,images/train1859.jpg,100,64,top,2019-08-29,2019-08-29 14:50:54,whale555,whale555-000,5,0,train1859.jpg,whale555
1860,train1860,images/train1860.jpg,504,192,top,2018-08-10,2018-08-10 22:16:11,whale070,whale070-000,15,2,train1860.jpg,whale070
1861,train1861,images/train1861.jpg,280,1751,right,2017-08-07,2017-08-07 20:34:38,whale091,whale091-000,22,2,train1861.jpg,whale091
1862,train1862,images/train1862.jpg,565,228,top,2018-08-10,2018-08-10 22:09:28,whale062,whale062-004,76,1,train1862.jpg,whale062
1863,train1863,images/train1863.jpg,397,168,top,2017-08-04,2017-08-04 20:46:16,whale210,whale210-001,20,2,train1863.jpg,whale210
1864,train1864,images/train1864.jpg,558,2833,right,2017-08-07,2017-08-07 20:56:08,whale460,whale460-001,14,0,train1864.jpg,whale460
1865,train1865,images/train1865.jpg,401,152,top,2019-08-30,2019-08-30 15:29:57,whale296,whale296-000,8,1,train1865.jpg,whale296
1866,train1866,images/train1866.jpg,182,85,top,2019-08-28,2019-08-28 11:49:32,whale007,whale007-001,33,1,train1866.jpg,whale007
1867,train1867,images/train1867.jpg,270,116,top,2019-08-26,2019-08-26 10:10:04,whale329,whale329-000,7,3,train1867.jpg,whale329
1868,train1868,images/train1868.jpg,481,183,top,2018-08-09,2018-08-09 19:45:04,whale366,whale366-000,15,1,train1868.jpg,whale366
1869,train1869,images/train1869.jpg,356,124,top,2019-08-30,2019-08-30 14:35:11,whale086,whale086-000,8,1,train1869.jpg,whale086
1870,train1870,images/train1870.jpg,393,103,top,2019-08-29,2019-08-29 12:51:49,whale050,whale050-000,37,1,train1870.jpg,whale050
1871,train1871,images/train1871.jpg,492,171,top,2019-08-31,2019-08-31 20:52:49,whale013,whale013-000,51,1,train1871.jpg,whale013
1872,train1872,images/train1872.jpg,445,79,top,2019-08-26,2019-08-26 09:35:03,whale036,whale036-000,73,1,train1872.jpg,whale036
1873,train1873,images/train1873.jpg,593,208,top,2018-08-10,2018-08-10 23:25:37,whale097,whale097-000,17,1,train1873.jpg,whale097
1874,train1874,images/train1874.jpg,439,123,top,2019-08-05,2019-08-05 16:29:45,whale089,whale089-000,11,1,train1874.jpg,whale089
1875,train1875,images/train1875.jpg,415,136,top,2017-08-04,2017-08-04 19:52:42,whale010,whale010-004,77,1,train1875.jpg,whale010
1876,train1876,images/train1876.jpg,360,2503,left,2017-08-07,2017-08-07 19:59:15,whale315,whale315-001,15,0,train1876.jpg,whale315
1877,train1877,images/train1877.jpg,577,213,top,2018-08-30,2018-08-30 00:29:32,whale169,whale169-003,32,1,train1877.jpg,whale169
1878,train1878,images/train1878.jpg,389,152,top,2017-08-03,2017-08-03 18:06:53,whale322,whale322-002,12,0,train1878.jpg,whale322
1879,train1879,images/train1879.jpg,516,198,top,2018-08-10,2018-08-10 22:11:42,whale214,whale214-000,13,0,train1879.jpg,whale214
1880,train1880,images/train1880.jpg,171,82,top,2019-08-05,2019-08-05 18:14:48,whale556,whale556-000,2,3,train1880.jpg,whale556
1881,train1881,images/train1881.jpg,600,2856,left,2017-08-07,2017-08-07 22:41:45,whale057,whale057-000,6,1,train1881.jpg,whale057
1882,train1882,images/train1882.jpg,668,230,top,2017-08-07,2017-08-07 20:40:02,whale003,whale003-000,28,2,train1882.jpg,whale003
1883,train1883,images/train1883.jpg,796,230,top,2017-08-19,2017-08-19 20:29:22,whale242,whale242-000,13,1,train1883.jpg,whale242
1884,train1884,images/train1884.jpg,507,177,top,2017-08-07,2017-08-07 20:40:04,whale312,whale312-000,23,1,train1884.jpg,whale312
1885,train1885,images/train1885.jpg,463,183,top,2019-08-28,2019-08-28 12:30:53,whale022,whale022-000,49,1,train1885.jpg,whale022
1886,train1886,images/train1886.jpg,561,168,top,2018-08-08,2018-08-08 19:24:04,whale082,whale082-001,62,1,train1886.jpg,whale082
1887,train1887,images/train1887.jpg,304,109,top,2019-08-28,2019-08-28 12:42:32,whale101,whale101-001,3,1,train1887.jpg,whale101
1888,train1888,images/train1888.jpg,499,216,top,2019-08-05,2019-08-05 18:17:37,whale112,whale112-000,37,1,train1888.jpg,whale112
1889,train1889,images/train1889.jpg,313,113,top,2018-08-12,2018-08-12 01:37:12,whale386,whale386-000,2,1,train1889.jpg,whale386
1890,train1890,images/train1890.jpg,375,100,top,2019-08-31,2019-08-31 20:52:54,whale406,whale406-000,14,1,train1890.jpg,whale406
1891,train1891,images/train1891.jpg,444,148,top,2018-08-09,2018-08-09 19:28:20,whale557,whale557-000,3,0,train1891.jpg,whale557
1892,train1892,images/train1892.jpg,520,160,top,2017-08-04,2017-08-04 20:48:26,whale199,whale199-001,5,2,train1892.jpg,whale199
1893,train1893,images/train1893.jpg,262,62,top,2019-08-26,2019-08-26 18:33:15,whale011,whale011-003,15,1,train1893.jpg,whale011
1894,train1894,images/train1894.jpg,375,114,top,2019-08-29,2019-08-29 13:18:34,whale062,whale062-000,76,1,train1894.jpg,whale062
1895,train1895,images/train1895.jpg,710,241,top,2018-08-10,2018-08-10 22:31:16,whale130,whale130-000,10,2,train1895.jpg,whale130
1896,train1896,images/train1896.jpg,214,1044,right,2017-08-19,2017-08-19 20:43:28,whale011,whale011-002,15,1,train1896.jpg,whale011
1897,train1897,images/train1897.jpg,281,89,top,2019-08-26,2019-08-26 11:46:29,whale170,whale170-001,11,1,train1897.jpg,whale170
1898,train1898,images/train1898.jpg,720,237,top,2017-08-19,2017-08-19 21:54:48,whale023,whale023-001,3,3,train1898.jpg,whale023
1899,train1899,images/train1899.jpg,505,185,top,2019-08-05,2019-08-05 18:18:40,whale115,whale115-001,45,1,train1899.jpg,whale115
1900,train1900,images/train1900.jpg,503,159,top,2019-08-31,2019-08-31 20:53:15,whale077,whale077-002,58,1,train1900.jpg,whale077
1901,train1901,images/train1901.jpg,598,233,top,2018-08-30,2018-08-30 00:23:52,whale093,whale093-002,106,2,train1901.jpg,whale093
1902,train1902,images/train1902.jpg,450,239,top,2018-08-25,2018-08-25 23:46:12,whale253,whale253-000,3,1,train1902.jpg,whale253
1903,train1903,images/train1903.jpg,357,147,top,2017-08-06,2017-08-06 20:20:57,whale558,whale558-000,2,3,train1903.jpg,whale558
1904,train1904,images/train1904.jpg,515,161,top,2019-08-31,2019-08-31 21:03:32,whale261,whale261-001,19,1,train1904.jpg,whale261
1905,train1905,images/train1905.jpg,326,2206,left,2017-08-07,2017-08-07 19:47:25,whale459,whale459-001,8,1,train1905.jpg,whale459
1906,train1906,images/train1906.jpg,619,198,top,2018-08-30,2018-08-30 00:29:03,whale155,whale155-001,49,1,train1906.jpg,whale155
1907,train1907,images/train1907.jpg,428,165,top,2018-08-09,2018-08-09 19:16:00,whale116,whale116-001,14,1,train1907.jpg,whale116
1908,train1908,images/train1908.jpg,222,102,top,2017-08-19,2017-08-19 20:59:15,whale167,whale167-002,12,1,train1908.jpg,whale167
1909,train1909,images/train1909.jpg,611,252,top,2017-08-19,2017-08-19 21:54:54,whale028,whale028-005,59,2,train1909.jpg,whale028
1910,train1910,images/train1910.jpg,772,263,top,2018-08-30,2018-08-30 00:26:38,whale066,whale066-001,92,1,train1910.jpg,whale066
1911,train1911,images/train1911.jpg,207,84,top,2017-08-07,2017-08-07 20:25:24,whale559,whale559-000,11,0,train1911.jpg,whale559
1912,train1912,images/train1912.jpg,452,207,top,2017-08-24,2017-08-24 21:08:10,whale091,whale091-004,22,2,train1912.jpg,whale091
1913,train1913,images/train1913.jpg,432,144,top,2017-08-04,2017-08-04 00:00:00,whale417,whale417-001,3,1,train1913.jpg,whale417
1914,train1914,images/train1914.jpg,691,136,top,2017-08-04,2017-08-04 19:52:29,whale010,whale010-004,77,1,train1914.jpg,whale010
1915,train1915,images/train1915.jpg,208,68,top,2019-07-30,2019-07-30 11:47:23,whale297,whale297-000,5,1,train1915.jpg,whale297
1916,train1916,images/train1916.jpg,385,136,top,2018-08-29,2018-08-29 22:32:53,whale021,whale021-000,7,2,train1916.jpg,whale021
1917,train1917,images/train1917.jpg,416,134,top,2019-08-29,2019-08-29 14:50:33,whale373,whale373-000,6,1,train1917.jpg,whale373
1918,train1918,images/train1918.jpg,488,171,top,2017-08-05,2017-08-05 21:05:10,whale143,whale143-003,39,1,train1918.jpg,whale143
1919,train1919,images/train1919.jpg,517,184,top,2017-08-03,2017-08-03 19:12:26,whale403,whale403-003,9,3,train1919.jpg,whale403
1920,train1920,images/train1920.jpg,522,144,top,2019-08-29,2019-08-29 13:22:29,whale024,whale024-000,50,1,train1920.jpg,whale024
1921,train1921,images/train1921.jpg,614,211,top,2017-08-24,2017-08-24 21:35:00,whale229,whale229-002,19,1,train1921.jpg,whale229
1922,train1922,images/train1922.jpg,338,1920,left,2017-08-07,2017-08-07 21:54:17,whale560,whale560-000,7,0,train1922.jpg,whale560
1923,train1923,images/train1923.jpg,199,64,top,2019-08-26,2019-08-26 09:52:11,whale561,whale561-000,2,3,train1923.jpg,whale561
1924,train1924,images/train1924.jpg,349,153,top,2017-08-19,2017-08-19 21:03:11,whale562,whale562-000,10,0,train1924.jpg,whale562
1925,train1925,images/train1925.jpg,258,129,top,2018-08-30,2018-08-30 00:21:44,whale005,whale005-000,8,1,train1925.jpg,whale005
1926,train1926,images/train1926.jpg,455,152,top,2017-08-04,2017-08-04 20:42:37,whale018,whale018-001,21,1,train1926.jpg,whale018
1927,train1927,images/train1927.jpg,469,153,top,2018-08-10,2018-08-10 23:43:11,whale157,whale157-000,25,1,train1927.jpg,whale157
1928,train1928,images/train1928.jpg,743,212,top,2018-08-28,2018-08-28 23:03:03,whale484,whale484-000,6,1,train1928.jpg,whale484
1929,train1929,images/train1929.jpg,467,139,top,2019-08-30,2019-08-30 14:49:28,whale432,whale432-000,11,1,train1929.jpg,whale432
1930,train1930,images/train1930.jpg,383,151,top,2019-08-05,2019-08-05 18:16:56,whale115,whale115-001,45,1,train1930.jpg,whale115
1931,train1931,images/train1931.jpg,150,76,top,2019-08-26,2019-08-26 11:38:58,whale335,whale335-000,7,2,train1931.jpg,whale335
1932,train1932,images/train1932.jpg,438,157,top,2019-08-31,2019-08-31 23:26:27,whale317,whale317-000,13,1,train1932.jpg,whale317
1933,train1933,images/train1933.jpg,259,94,top,2019-08-31,2019-08-31 21:09:28,whale368,whale368-000,3,4,train1933.jpg,whale368
1934,train1934,images/train1934.jpg,329,125,top,2019-08-26,2019-08-26 10:14:12,whale198,whale198-000,12,2,train1934.jpg,whale198
1935,train1935,images/train1935.jpg,526,176,top,2019-08-30,2019-08-30 14:57:20,whale033,whale033-000,16,1,train1935.jpg,whale033
1936,train1936,images/train1936.jpg,563,216,top,2017-08-19,2017-08-19 19:54:28,whale563,whale563-000,3,0,train1936.jpg,whale563
1937,train1937,images/train1937.jpg,399,158,top,2019-08-28,2019-08-28 12:28:38,whale460,whale460-002,14,0,train1937.jpg,whale460
1938,train1938,images/train1938.jpg,452,176,top,2017-08-07,2017-08-07 22:24:52,whale564,whale564-000,1,3,train1938.jpg,whale564
1939,train1939,images/train1939.jpg,278,116,top,2018-08-30,2018-08-30 00:53:25,whale122,whale122-000,19,1,train1939.jpg,whale122
1940,train1940,images/train1940.jpg,422,111,top,2017-08-07,2017-08-07 19:43:50,whale152,whale152-002,32,1,train1940.jpg,whale152
1941,train1941,images/train1941.jpg,495,2627,left,2017-08-07,2017-08-07 22:25:09,whale565,whale565-000,5,0,train1941.jpg,whale565
1942,train1942,images/train1942.jpg,462,168,top,2017-08-07,2017-08-07 20:41:02,whale091,whale091-002,22,3,train1942.jpg,whale091
1943,train1943,images/train1943.jpg,448,159,top,2019-08-05,2019-08-05 18:19:12,whale255,whale255-000,16,1,train1943.jpg,whale255
1944,train1944,images/train1944.jpg,627,184,top,2018-08-30,2018-08-30 00:24:58,whale010,whale010-000,77,1,train1944.jpg,whale010
1945,train1945,images/train1945.jpg,406,128,top,2019-08-05,2019-08-05 17:42:18,whale190,whale190-000,3,3,train1945.jpg,whale190
1946,train1946,images/train1946.jpg,398,119,top,2019-09-27,2019-09-27 14:29:27,whale119,whale119-000,4,2,train1946.jpg,whale119
1947,train1947,images/train1947.jpg,553,168,top,2017-08-04,2017-08-04 20:46:41,whale210,whale210-001,20,2,train1947.jpg,whale210
